INST CODE,INSTITUTE NAME,PLACE,DIST,COED,TYPE,YEAR OF ESTB,BRANCH,BRANCH NAME,OC BOYS,OC GIRLS,BC_A BOYS,BC_A GIRLS,BC_B BOYS,BC_B GIRLS,BC_C BOYS,BC_C GIRLS,BC_D BOYS,BC_D GIRLS,BC_E BOYS,BC_E GIRLS,SC BOYS,SC GIRLS,ST BOYS,ST GIRLS,EWS BOYS,EWS GIRLS,TUITION FEE,AFFILIATED
SIEI,SIDDHARTHA INSTT OF ENGG AND TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2008,MEC,MECHANICAL ENGINEERING,32285,79833,79833,90235,32285,79833,32285,79833,103845,103845,32285,79833,126086,126086,32285,79833,32285,79833,68000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CIV,CIVIL ENGINEERING,116614,116614,118366,118366,116614,116614,116614,116614,116614,116614,116614,116614,124466,124508,116614,116614,116614,116614,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),56424,60370,108857,118013,79279,92109,56424,60370,63406,63406,80639,80639,123540,124265,56424,123170,66650,67957,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),55681,56794,116420,116420,77475,77475,55681,56794,66001,66037,84291,84291,123100,124829,121611,121611,72413,72413,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,39628,45235,78592,78592,49336,56221,53817,53817,52894,52894,80039,83896,101842,117832,69002,84499,45163,45235,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",62795,65357,102977,102977,76233,99817,62795,65357,77680,84796,103467,104230,126064,126064,109894,118133,75971,78457,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),88601,112090,112164,112164,105503,118165,88601,115603,90403,112090,94309,113939,120297,120297,123045,123045,104253,112090,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,CSW,COMPUTER ENGINEERING(SOFTWARE ENGINEERING),74521,88861,109946,114681,109971,114050,92836,92836,115206,115206,105164,105164,113914,118860,82353,108984,93415,99624,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,64142,68373,112862,112862,100002,102834,64142,68373,87117,115474,113232,116138,125693,125693,123699,123699,100632,100632,80000,JNTUH
SISG,SIDDHARTHA INSTT OF TECHNOLOGY AND SCIENCES,GHATKESAR,MDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,79754,104470,79754,104470,88164,108681,79754,104470,116379,116379,79754,104470,79754,118860,125210,125210,79754,104470,80000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CIV,CIVIL ENGINEERING,87617,101426,87617,101426,87617,101426,87617,101426,87617,101426,87617,101426,87617,101426,108017,108017,87617,101426,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),50784,71351,102885,102885,82823,85827,50784,71351,75087,78896,89645,103709,124299,125847,110336,110336,69640,71351,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,35071,38115,36980,48860,48970,54931,35071,38115,41216,41216,78944,78944,70284,81106,53995,53995,50391,50391,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",64309,64309,99796,112927,72229,72229,75758,75758,74478,94132,80205,80205,123050,123427,111482,125339,69513,78270,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73747,73747,99602,99602,90790,101980,84320,84320,85316,85316,106193,106193,119232,119232,97812,97812,85453,117419,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,95869,116614,95869,116614,115621,116614,95869,116614,110592,116614,95869,116614,123987,123987,125733,125733,95869,116614,72000,JNTUH
SMSK,SAMSKRUTHI COLLEGE OF ENGG AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,2005,MEC,MECHANICAL ENGINEERING,114626,116644,114626,124004,114626,116644,114626,116644,114626,116644,114626,116644,114626,116644,121291,121291,114626,116644,72000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CIV,CIVIL ENGINEERING,62320,90460,116791,116791,79158,113904,62320,90460,80128,90460,84332,114850,120162,120162,80879,119185,89140,90460,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),7460,8392,19992,21446,11263,11390,30288,30288,10278,11686,20338,22225,28203,28203,25241,42704,7754,8663,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),6652,7459,19038,19038,9411,11314,6652,7459,10029,10677,14530,14530,26953,29372,20525,25963,7320,7636,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSE,COMPUTER SCIENCE AND ENGINEERING,4761,5575,13182,14598,8653,9767,21831,21831,8537,9425,13761,26347,20166,20166,12710,19821,5829,6378,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",5351,6496,17142,17142,9029,10686,5351,6496,9263,9902,15588,35851,24041,24041,23543,23543,6222,7038,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),9391,10494,27186,28821,14308,15536,9391,10494,14268,14831,30719,30719,39966,46991,32547,46755,10447,10853,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,17812,17812,43440,44809,27385,28261,80455,80455,23739,26676,54257,78295,67690,70306,45101,49421,20816,20816,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,ECM,ELECTRONICS AND COMPUTER ENGINEERING,25053,25565,59013,89207,43128,43128,25053,25565,38272,38272,36013,58102,111535,111535,77083,77083,25053,26974,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,32046,44013,78276,78276,63778,63778,32046,61841,48921,48921,101260,115590,101195,108393,57194,69798,55577,55577,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,INF,INFORMATION TECHNOLOGY,9494,9494,24760,25497,12978,13690,12968,37700,13474,14224,23560,50582,37845,39039,28529,38074,9523,9596,130000,JNTUH
SNIS,SRINIDHI INSTITUTE OF SCI AND TECHNOLOGY,GHATKESAR,MDL,COED,PVT,1997,MEC,MECHANICAL ENGINEERING,69557,111172,116999,116999,115541,115541,69557,111172,108760,111172,95665,116754,125955,125955,122375,122585,109544,111172,130000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,CSE,COMPUTER SCIENCE AND ENGINEERING,60827,60827,96742,96742,67881,68485,63323,63323,61258,61258,97558,100482,99336,99336,86393,86393,67155,70833,76000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73150,73150,117998,117998,74854,74854,73150,87927,82895,82895,94924,94924,111652,111652,120499,120499,100876,106621,76000,JNTUH
SNTI,SCIENT INSTITUTE OF TECHNOLOGY,IBRAHIMPATAN,RR,COED,PVT,2001,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,103220,103220,124603,124603,125231,125771,103220,103220,111316,111316,125765,125765,122143,122143,124844,124844,103220,103220,76000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,47907,53619,103229,103229,62617,66239,62895,62895,61880,63143,111694,115611,121755,123686,116728,116728,53049,53619,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSE,COMPUTER SCIENCE AND ENGINEERING,30872,33942,62239,73180,42242,50494,63202,63202,42828,42828,49751,86526,78222,87875,58869,85768,39378,40230,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSG,COMPUTER SCIENCE & DESIGN,68392,68392,94308,98047,95430,95430,68392,68392,85621,85621,94834,109446,123304,123304,79079,79079,72885,72885,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",47637,49831,79171,97908,58740,64101,58230,58230,58087,59988,100400,114654,120596,125434,99984,123785,49904,52881,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,62561,65949,107821,107821,88022,105236,77076,77076,76745,76745,82426,100748,125304,125304,124296,124296,65879,66148,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,82493,82493,112612,112612,113131,113818,82493,82493,92381,102009,117933,117933,113364,122288,117198,117198,118433,118433,96000,JNTUH
SPEC,ST PETERS ENGINEERING COLLEGE (AUTONOMOUS),MEDCHAL,MDL,COED,PVT,2007,INF,INFORMATION TECHNOLOGY,42600,44737,87723,111684,62724,62724,59699,64329,58972,62830,103470,103470,120631,124266,110486,116650,47122,47122,96000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),70675,86750,113350,113350,101763,103504,70675,86750,88203,93584,115817,115817,125923,125923,121068,121068,75773,86750,95000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),64278,64278,112984,112984,87686,90793,86109,86109,76366,88025,113417,113417,124161,124379,125512,125512,71724,71724,95000,JNTUH
SPHN,SPHOORTHY ENGINEERING COLLEGE,NADERGUL,RR,COED,PVT,2004,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",82644,82644,117103,118183,99758,105738,85120,85120,87112,95916,114595,116388,125962,125962,119424,124075,82644,82644,95000,JNTUH
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,CIV,CIVIL ENGINEERING,63490,86369,109684,109684,102668,116834,63490,86369,110528,110528,113282,113282,125963,125963,122162,124562,63490,86369,130000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,CSE,COMPUTER SCIENCE AND ENGINEERING,11593,13297,34918,34918,19625,19892,85288,85288,17916,20028,27473,31446,41581,41581,27754,36869,18740,18740,130000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,37376,37376,91080,91080,46841,46841,37376,46306,45901,45901,71117,91921,91490,91850,57701,91144,42848,42848,130000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,62980,62980,110587,115728,102848,113958,88563,88563,79060,92682,113482,117503,119942,125229,120273,120273,115175,115175,130000,SR UNIVERSITY
SRHP,SR UNIVERSITY ( FORMERLY S R ENGINEERING COLLEGE),HASANPARTHY,HNK,COED,PVT,2002,MEC,MECHANICAL ENGINEERING,84679,84679,96053,96053,114333,114333,84679,84679,90270,115992,84679,84679,124859,124859,125881,125881,84679,84679,130000,SR UNIVERSITY
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),NA,65048,NA,108243,NA,79034,NA,65048,NA,71482,NA,80044,NA,125502,NA,124537,NA,82001,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),NA,59537,NA,113209,NA,65481,NA,64696,NA,62400,NA,65495,NA,119060,NA,119805,NA,65549,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,35739,NA,50969,NA,39647,NA,58049,NA,41257,NA,55677,NA,87523,NA,65645,NA,44637,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",NA,48335,NA,76510,NA,65255,NA,62143,NA,61587,NA,99012,NA,125533,NA,123230,NA,59432,85000,JNTUH
SRIW,SUMATHI REDDY INST OF TECHNOLOGY FOR WOMEN,HASANPARTHY,HNK,GIRLS,PVT,2009,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,87267,NA,107236,NA,87767,NA,87267,NA,87267,NA,87267,NA,122727,NA,121835,NA,87267,85000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CIV,CIVIL ENGINEERING,66300,117720,66300,117720,66300,117720,66300,117720,96381,117720,66300,117720,124943,124943,124796,124796,66300,117720,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),38858,38858,88035,88035,51076,52266,54031,54031,52216,56217,55159,80511,115471,121060,91864,120076,38858,38858,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CSE,COMPUTER SCIENCE AND ENGINEERING,27479,28509,47479,53301,39103,39564,74362,106602,36366,39190,51226,61922,71252,76906,65414,79813,30562,30767,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",38044,38044,91100,96512,49492,50520,40952,40952,52410,52410,72267,94213,106971,110036,109057,109057,38531,38531,106000,JNTUH
SRYS,SREYAS INST OF ENGG AND TECHNOLOGY (AUTONOMOUS),NAGOLE,MDL,COED,PVT,2011,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,55570,55570,82769,92428,73000,86731,75042,75042,69197,74694,77375,105651,125222,125243,100747,122616,60192,60192,106000,JNTUH
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,AID,ARTIFICIAL INTELLIGENCE AND DATA SCIENCE,NA,28681,NA,62077,NA,38153,NA,28681,NA,44973,NA,45186,NA,119117,NA,118378,NA,34491,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CME,COMPUTER ENGINEERING,NA,44066,NA,114566,NA,63730,NA,57900,NA,53573,NA,65676,NA,125417,NA,123211,NA,50124,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,NA,23987,NA,41777,NA,29745,NA,61955,NA,27987,NA,39302,NA,62959,NA,45695,NA,26711,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,NA,56738,NA,105362,NA,83019,NA,77846,NA,77590,NA,86167,NA,125329,NA,123193,NA,60792,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,NA,106612,NA,107293,NA,112912,NA,115443,NA,111303,NA,108254,NA,125529,NA,106612,NA,106612,85000,OU
STLW,STANLEY COLLEGE OF ENGG AND TECHNOLOGY FOR WOMEN (AUTONOMOUS),ABIDS,HYD,GIRLS,PVT,2008,INF,INFORMATION TECHNOLOGY,NA,36578,NA,86825,NA,43369,NA,71170,NA,50795,NA,54329,NA,119889,NA,107395,NA,40315,85000,OU
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CIV,CIVIL ENGINEERING,110743,116777,110743,116777,110743,116777,110743,116777,110743,116777,110743,116777,115789,116777,110743,116777,110743,116777,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,CSE,COMPUTER SCIENCE AND ENGINEERING,46681,47823,107164,107164,64880,64880,46681,47823,64121,64121,74880,74880,82252,82252,92961,102791,69424,69424,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,82815,82815,114262,114262,113774,113774,82815,82815,97729,101707,90729,90729,123295,123295,124403,124403,102495,111406,60000,JNTUH
SVES,SRI VENKATESWARA ENGINEERING COLLEGE,SURYAPETA,SRP,COED,PVT,1998,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,89507,98499,108245,116705,111895,111895,89507,98499,118217,118217,112696,112696,125306,125306,89507,125717,89507,98499,60000,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSC,COMPUTER SCIENCE AND ENGINEERING (CYBER SECURITY),43985,43985,59757,75620,64620,69903,43985,43985,59768,59768,52861,90384,95329,95329,67499,72434,66959,66959,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSD,COMPUTER SCIENCE AND ENGINEERING (DATA SCIENCE),56326,56472,101468,105815,75426,81918,76118,76118,67077,73170,77164,87562,100377,124739,89463,114958,67739,73758,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",56610,60936,108637,111174,77421,77421,112210,112210,71071,72688,87055,92353,122262,122262,94767,125592,69100,69100,79350,JNTUH
SVIT,SWAMI VIVEKANANDA INST OF TECHNOLOGY,SECUNDERABAD,HYD,COED,PVT,2004,CSO,COMPUTER SCIENCE AND ENGINEERING (IOT),75500,85626,107798,109318,81844,90872,75500,93518,85774,103811,75914,85626,126032,126032,125262,125262,94925,94925,79350,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CIV,CIVIL ENGINEERING,117849,117849,117849,117849,117849,117849,117849,117849,117849,117849,117849,117849,117849,121543,125712,126138,117849,117849,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,62180,62180,105483,114635,80267,80267,62180,62180,72508,74456,77860,93045,103965,119351,69605,74548,86319,99319,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,CSM,"COMPUTER SCIENCE AND ENGINEERING
(ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING)",83824,83824,106221,106221,105645,105645,83824,83824,89294,92587,83824,108818,123241,123241,122828,122828,111808,111808,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,73826,114055,117187,117187,107259,117571,114202,114202,117352,117352,116293,117535,123361,123361,120655,124596,109371,114055,65000,JNTUH
SVSE,SVS GRP OF INSTNS - SVS INST OF TECH,HANAMKONDA,HNK,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,55797,117352,105647,117352,113533,117352,55797,117352,117535,117535,55797,117352,121692,125533,123091,123091,55797,117352,65000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,69831,69831,115790,116076,117649,117649,96093,99110,88436,88436,85684,85684,125585,125585,120359,123227,69831,69831,65000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,49799,49799,67709,67709,70928,70928,49799,56140,55430,55430,71452,82179,123099,123099,112338,112338,110406,110406,65000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,84881,84881,104424,114271,117466,117466,84881,84881,100607,103511,104551,104551,126068,126068,119231,119231,84881,84881,65000,JNTUH
TCEK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,PEDDAPALLY,PDL,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,93597,106473,116076,116076,93597,115820,93597,106473,118302,118302,93597,106473,120575,120575,121783,121783,93597,106473,65000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,78648,78648,110912,110912,111251,111251,78648,98070,104886,104886,106075,117097,124583,124583,125446,125446,105172,105172,65000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,CSE,COMPUTER SCIENCE AND ENGINEERING,63734,64384,104518,105752,79495,79495,107130,107130,83170,83170,65117,65117,113142,113142,84324,119786,108388,108388,65000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,112244,112244,117278,117278,118160,118160,112244,112244,112244,112244,112244,112244,125836,125836,124461,125479,112244,112244,65000,JNTUH
TCTK,TRINITY COLLEGE OF ENGINEERING AND TECHNOLOGY,KARIMNAGAR,KRM,COED,PVT,2008,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,11205,110534,11205,116076,118160,118160,11205,110534,117011,117011,11205,110534,125836,125836,124461,124461,11205,110534,65000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,AIM,ARTIFICIAL INTELLIGENCE AND MACHINE LEARNING,38077,45890,74244,92615,54007,54007,71822,71822,45411,57257,65187,116935,119915,125782,85818,119179,43797,45890,80000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,CIV,CIVIL ENGINEERING,104620,114850,104620,114850,118310,118310,104620,114850,114869,114869,104620,114850,125632,125756,124511,125054,104620,114850,80000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,CSE,COMPUTER SCIENCE AND ENGINEERING,30574,34348,52660,68353,40449,41618,43705,67021,38350,39331,56305,64798,79281,92139,63005,67689,33640,34348,80000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,CSG,COMPUTER SCIENCE & DESIGN,54206,73163,94152,94152,86353,86353,54206,73163,71700,73163,105090,105090,119259,124783,125845,125845,60100,73163,80000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,ECE,ELECTRONICS AND COMMUNICATION ENGINEERING,67740,69026,98419,98419,93623,99256,81525,90712,81193,89341,98925,115138,123687,126116,119760,124512,72572,73164,80000,JNTUH
TKEM,TEEGALA KRISHNA REDDY ENGINEERING COLLEGE (AUTONOMOUS),MIRPET,RR,COED,PVT,2005,EEE,ELECTRICAL AND ELECTRONICS ENGINEERING,89735,89735,104148,110176,100553,108078,89735,89735,116199,118476,89735,89735,114118,114118,123388,123388,89735,89735,80000,JNTUH
